procedureID,State,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments
203 - BRONCHITIS & ASTHMA W/O CC/MCC,MT,23,8072.78,4272.22,2804.13
203 - BRONCHITIS & ASTHMA W/O CC/MCC,NC,752,11770.64,4095.96,2992.36
203 - BRONCHITIS & ASTHMA W/O CC/MCC,ND,25,6685.12,3873.44,2791.84
203 - BRONCHITIS & ASTHMA W/O CC/MCC,NE,101,13329.04,4009.54,2799.68
203 - BRONCHITIS & ASTHMA W/O CC/MCC,NH,78,12092.99,4935.04,2859.69
203 - BRONCHITIS & ASTHMA W/O CC/MCC,NJ,1047,32325.45,4688.71,3592.88
203 - BRONCHITIS & ASTHMA W/O CC/MCC,NM,168,12449.71,4592.44,3510.46
203 - BRONCHITIS & ASTHMA W/O CC/MCC,NV,151,29350.64,4637.23,3152.84
203 - BRONCHITIS & ASTHMA W/O CC/MCC,NY,2044,15491.23,5783.28,4659.01
203 - BRONCHITIS & ASTHMA W/O CC/MCC,OH,921,11781.72,3917.30,2792.11
203 - BRONCHITIS & ASTHMA W/O CC/MCC,OK,284,13841.01,3780.59,2733.43
203 - BRONCHITIS & ASTHMA W/O CC/MCC,OR,98,12184.09,4430.57,3119.44
203 - BRONCHITIS & ASTHMA W/O CC/MCC,PA,1375,19495.54,4090.78,2916.93
203 - BRONCHITIS & ASTHMA W/O CC/MCC,RI,100,14411.41,4988.89,3465.81
203 - BRONCHITIS & ASTHMA W/O CC/MCC,SC,451,16413.25,4134.32,2753.28
203 - BRONCHITIS & ASTHMA W/O CC/MCC,SD,27,11629.22,4242.30,3085.30
203 - BRONCHITIS & ASTHMA W/O CC/MCC,TN,662,12599.87,3667.21,2587.85
203 - BRONCHITIS & ASTHMA W/O CC/MCC,TX,1954,19102.90,4151.95,2890.23
203 - BRONCHITIS & ASTHMA W/O CC/MCC,UT,46,10909.78,4872.41,2466.59
203 - BRONCHITIS & ASTHMA W/O CC/MCC,VA,719,12909.48,3818.67,2671.01
203 - BRONCHITIS & ASTHMA W/O CC/MCC,VT,15,10908.33,5667.60,4134.87
203 - BRONCHITIS & ASTHMA W/O CC/MCC,WA,245,15503.07,4344.21,3146.11
203 - BRONCHITIS & ASTHMA W/O CC/MCC,WI,265,11465.41,4192.49,2848.20
203 - BRONCHITIS & ASTHMA W/O CC/MCC,WV,259,8347.89,3692.03,2513.46
203 - BRONCHITIS & ASTHMA W/O CC/MCC,WY,29,13480.93,5487.10,4476.62
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,AK,45,133639.42,53924.60,50078.11
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,AL,631,144298.35,31345.86,29545.62
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,AR,412,96468.18,30534.10,29166.39
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,AZ,404,145624.11,37823.68,35550.49
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,CA,2859,256635.69,48472.57,46434.82
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,CO,222,171825.85,38789.78,36793.41
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,CT,431,133828.67,45290.58,42383.79
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,DC,138,155238.26,47990.09,46430.61
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,DE,133,88423.71,38660.74,36831.78
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,FL,2349,157106.91,34377.01,32479.32
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,GA,918,121864.05,35272.70,32275.85
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,HI,106,135356.56,52799.98,47022.88
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,IA,212,101910.46,32886.24,31178.37
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,ID,66,97737.11,37805.71,34156.00
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,IL,1486,128487.02,37793.04,33820.95
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,IN,935,97641.79,33782.95,31173.26
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,KS,218,141554.98,35390.08,32641.17
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,KY,769,93288.35,32620.04,30394.09
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,LA,652,120983.76,32270.92,30489.13
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,MA,681,88446.57,42360.78,40121.90
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,MD,735,51011.35,48011.98,45409.52
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,ME,110,102062.51,40574.53,37851.74
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,MI,1217,92340.68,38679.42,35816.09
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,MN,354,138340.82,44615.41,40164.06
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,MO,796,124880.93,34916.43,32531.27
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,MS,467,124765.81,34340.65,31712.53
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,MT,59,90637.10,34952.36,31553.47
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NC,1133,92222.58,35811.72,34250.30
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,ND,80,77770.03,33282.78,31606.46
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NE,189,115732.75,35038.17,31681.32
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NH,100,120521.16,39642.74,38500.53
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NJ,1286,233283.50,39317.43,37442.34
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NM,117,122594.88,36184.40,35434.00
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NV,443,227894.36,38436.68,34814.74
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NY,2437,116418.65,50075.86,47509.18
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,OH,1753,107043.07,33926.53,31235.34
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,OK,538,122871.11,34113.45,31338.68
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,OR,132,110971.33,39745.19,36877.12
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,PA,1453,175567.25,37227.12,34013.15
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,RI,125,114620.49,40119.99,38677.03
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,SC,590,136807.09,37327.11,33670.85
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,SD,47,126748.04,45023.40,35459.11
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,TN,952,111189.40,32514.96,29370.57
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,TX,2535,150267.65,33975.81,31870.43
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,UT,81,100598.30,35615.51,31241.80
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,VA,799,113674.26,35915.63,32169.11
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,VT,65,76954.98,45565.08,44963.78
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,WA,432,141731.06,41843.03,37777.81
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,WI,330,113781.54,40052.23,37147.08
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,WV,369,73933.53,32636.17,30416.60
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,WY,16,103448.13,40413.31,39990.75
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,AK,78,71901.17,24273.63,23538.82
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,AL,1474,57453.37,13481.68,12168.64
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,AR,893,41983.06,13541.60,12473.51
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,AZ,1203,70227.87,16400.54,14989.00
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,CA,4960,118398.90,20882.02,19764.85
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,CO,674,69823.26,15783.33,14308.75
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,CT,942,59420.83,19337.82,18074.45
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,DC,197,69356.71,20668.42,19460.30
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,DE,325,46727.41,17715.77,16005.92
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,FL,5401,73101.88,14655.40,13389.23
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,GA,2175,51260.59,14586.99,13501.59
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,HI,193,54669.51,21314.00,17727.37
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,IA,739,45928.67,14599.30,13342.61
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,ID,216,42105.99,15726.79,14359.51
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,IL,3040,63624.95,16487.00,15087.03
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,IN,2114,46222.27,14754.13,13213.53
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,KS,645,58284.58,14489.69,12886.52
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,KY,2006,43198.04,14611.82,13242.70
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,LA,1357,53921.24,14582.06,13233.97
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,MA,1570,39031.77,18376.40,17296.75
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,MD,1428,22963.47,21616.85,20276.72
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,ME,295,43305.03,16639.06,14778.02
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,MI,3031,43609.62,16576.14,15392.00
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,MN,857,54778.56,17787.23,16355.33
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,MO,1972,55973.64,14853.99,13650.83
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,MS,1175,53607.37,14360.04,13434.18
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,MT,155,43557.69,14924.54,13874.26
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,NC,2655,44745.18,15968.84,14702.36
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,ND,196,37505.00,14740.27,13954.08
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,NE,413,56579.60,15537.24,14098.22
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,NH,271,48229.60,16256.86,15041.51
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,NJ,2445,106319.45,17350.64,16157.24
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,NM,288,52185.91,16975.55,15075.83
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,NV,653,110618.35,16809.27,14793.77
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,NY,3795,52494.44,20675.31,19432.49
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,OH,3630,49393.42,14878.94,13626.39
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,OK,1137,52037.42,14401.77,12868.33
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,OR,349,51364.03,16615.22,15258.06
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,PA,3246,73013.83,15938.17,14540.95
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,RI,164,56643.10,19786.90,17020.51
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,SC,1280,63230.34,15363.84,13924.06
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,SD,219,55967.41,16288.89,14997.75
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,TN,2325,51037.10,14000.53,12660.63
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,TX,5632,69742.67,15100.75,13820.05
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,UT,232,43492.22,16626.90,12988.08
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,VA,1786,50724.46,15113.75,13519.52
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,VT,113,35571.15,20190.73,19082.14
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,WA,1344,60331.47,16986.78,15154.69
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,WI,859,47855.38,16783.37,15117.01
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,WV,893,35735.37,14300.69,13152.59
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,WY,106,48754.26,18735.84,17491.75
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,AK,33,102081.09,30928.45,21573.03
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,AL,886,76331.72,18094.66,16565.41
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,AR,504,63003.08,18138.60,16336.13
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,AZ,888,87141.95,21855.80,19608.54
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,CA,2164,141050.03,27365.76,24931.36
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,CO,397,105691.90,21863.78,19909.69
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,CT,466,67526.19,25808.64,23440.88
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,DC,149,91838.03,27156.97,24896.83
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,DE,176,66200.23,24507.10,20369.93
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,FL,3003,103487.57,19919.00,17828.34
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,GA,1040,76100.12,20575.51,18281.64
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,HI,65,74412.42,27572.88,23902.32
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,IA,455,70012.77,19699.56,17794.73
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,ID,123,58002.44,21305.89,18595.63
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,IL,1734,93583.44,22989.07,19924.53
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,IN,1046,74845.40,20707.67,18108.96
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,KS,446,70435.07,19156.18,16703.46
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,KY,759,68559.74,19961.33,18113.22
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,LA,593,80298.56,19615.05,17458.11
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,MA,927,70604.83,27157.90,25357.52
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,MD,786,32571.99,30723.07,28351.75
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,ME,220,51616.55,21787.47,18778.23
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,MI,1423,62284.28,22577.95,20858.28
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,MN,639,73842.66,22879.13,20481.13
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,MO,1098,69948.75,19943.76,17733.88
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,MS,468,65486.07,19416.39,17202.77
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,MT,142,66085.14,21234.27,18907.19
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,NC,1322,67901.63,22200.41,20156.04
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,ND,187,62320.86,19348.50,18386.61
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,NE,291,63291.76,20730.88,17950.45
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,NH,260,71425.40,23918.59,21969.08
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,NJ,1147,101306.82,23121.58,21299.47
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,NM,132,83204.38,22164.43,19100.68
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,NV,272,117473.21,22345.79,19036.58
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,NY,1998,68850.79,26813.07,24049.94
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,OH,1649,80580.56,21362.63,18596.85
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,OK,589,73719.27,19400.29,16982.80
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,OR,342,67283.86,22675.53,20425.52
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,PA,1610,103577.59,21813.95,19646.63
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,RI,109,69275.93,23303.09,21629.68
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,SC,639,97488.24,21238.36,18947.51
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,SD,227,77552.04,20445.04,18446.50
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,TN,1067,75936.72,19524.06,17058.61
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,TX,2790,91784.43,21019.47,18451.78
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,UT,177,68632.80,22639.47,17687.38
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,VA,1005,83589.23,22674.45,19499.06
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,VT,48,47200.17,27670.17,26601.00
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,WA,684,98425.47,24349.19,21516.21
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,WI,684,69694.18,22622.30,20250.62
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,WV,330,56949.72,19711.85,18403.47
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,WY,63,83198.95,30317.33,23892.56
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,AK,56,76713.07,26398.14,25494.79
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,AL,585,66914.97,14835.70,13646.72
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,AR,428,56531.81,15369.49,13931.69
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,AZ,682,73320.33,17751.00,16273.83
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,CA,2746,104024.29,22088.76,20886.25
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,CO,340,80375.58,17300.75,16100.38
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,CT,492,53957.21,20653.94,19518.18
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,DC,97,69241.52,21920.96,20382.75
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,DE,112,53674.90,18928.26,17431.14
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,FL,3082,76658.97,15930.26,14631.54
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,GA,788,55832.30,16688.74,15383.25
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,HI,89,49401.90,23870.66,21929.17
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,IA,354,48639.52,15741.21,14504.74
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,ID,89,45534.93,16629.42,15504.04
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,IL,1690,68992.29,18087.21,16366.32
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,IN,847,54807.12,16206.30,15039.07
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,KS,420,55768.71,15634.47,14414.72
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,KY,552,54686.41,16242.77,15156.57
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,LA,434,65012.42,15738.98,14547.54
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,MA,867,48424.52,21080.64,20005.36
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,MD,625,26269.85,24707.53,23604.60
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,ME,220,47988.24,18279.55,16731.05
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,MI,1424,51053.33,18394.44,17002.96
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,MN,642,54512.62,18865.50,16882.98
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,MO,825,56889.10,16103.32,14829.01
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,MS,400,54569.10,16126.83,14578.34
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,MT,93,45642.60,16856.99,14730.04
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,NC,1067,56458.27,18406.22,17009.25
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,ND,132,37821.24,16739.99,15377.05
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,NE,327,49810.83,16362.36,15333.95
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,NH,166,48816.38,18475.45,17013.22
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,NJ,1397,102932.11,19061.70,17941.61
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,NM,129,56415.43,17488.95,16095.20
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,NV,187,97844.75,18236.58,16652.77
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,NY,2147,61512.91,22209.05,20636.26
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,OH,1332,56274.27,16913.06,15604.19
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,OK,531,68306.56,15910.16,14529.20
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,OR,264,45073.66,18321.38,16801.30
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,PA,1881,78006.20,17355.85,16109.97
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,RI,85,50429.41,18957.06,17768.91
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,SC,623,70725.37,17298.25,15654.09
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,SD,139,44938.76,17475.62,15518.74
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,TN,859,60285.96,16570.08,14866.24
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,TX,2470,76125.01,17073.29,15581.65
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,UT,147,49134.81,17373.57,15390.62
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,VA,798,56434.26,17135.10,15332.30
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,VT,47,39373.06,22215.43,21306.32
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,WA,450,62622.66,18642.90,17293.18
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,WI,627,51651.62,18075.88,16348.69
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,WV,295,38021.73,15804.83,14895.00
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,WY,36,63384.44,23160.78,20932.58
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,AK,91,59375.12,19930.79,17928.04
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,AL,544,55311.05,11384.24,10271.03
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,AR,438,47387.60,11736.33,10319.54
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,AZ,720,63246.81,13823.74,12251.45
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,CA,2537,77519.12,16720.41,15442.13
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,CO,302,62615.73,13521.70,11742.16
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,CT,491,43951.62,16355.19,14859.51
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,DC,98,45243.49,16085.48,14150.68
